ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
237,-46681768,-23450110,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM DO RECANTO,1254-8,RUA ARARIPIRA,,JARDIM DO RECANTO,
238,-46681032,-23671185,355030816000026,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA SAO PEDRO,6097-6,PC  ALEXANDRE N AKSAKOF,777,VL SAO PEDRO,ACHAR DOMINGOS BUENO
239,-46680959,-23474080,355030811000120,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MARACANA,1057-0,RUA RODOLFO MARCOS TEOFILO,248,JD ELISEO,R HENRY CHARLES POTEL
240,-46680581,-23467003,355030811000019,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE BELEM,1097-9,AV  GUILHERME DE ALMEIDA,107,PQ BELEM,AVENIDA PARADA PINTO
241,-46680414,-23557873,355030845000210,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,PINHEIROS,3065-1,PC  BENEDITO CALIXTO,251,PINHEIROS,CARD ARCO VERDE C TEOD S
242,-46679803,-23617209,355030815000139,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,GIL EANES,3129-1,RUA GIL EANES,S/N,CAMPO BELO,
243,-46679084,-23601517,355030835000014,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA UBERABINHA,6045-3,RUA BALUARTE,514,VL OLIMPIA,AV CARDOSO MELO E ANDRAD
244,-46678159,-23486383,355030850000034,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CANAA,1021-9,AV  EULINA,318,JD PRIMAVERA,AVENIDA DEP EMILIO CARLO
245,-46677826,-23685891,355030816000156,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,SABARA,7074-2,RUA JOAQUIM NEVES MONTEIRO,228,STO AMARO,TV AV NOSSA SENHORA DO S
246,-46677551,-23623269,355030815000048,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,BROOKLIN PAULISTA,5059-8,RUA CONDE DE PORTO ALEGRE,762,CAMPO BELO,RUA BERNARDINO DE CAMPOS
247,-46677229,-23658789,355030822000231,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MARAJOARA,7107-2,RUA JUCA DE AZEVEDO,33,JD MARAJOARA,JOSE NEVES E EDUARDO AMI
248,-46675900,-23500439,355030850000051,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA SIQUEIRA,7110-2,RUA SALVADOR LIGABUE,431,VL SIQUEIRA,JOSE KILEBBER E AFONSO S
249,-46675498,-23460247,355030811000150,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE TIETE,6084-4,RUA SAO FRANCISCO DO HUMAITA,464,PQ TIETE,TV AV GENERAL PENHA BRAS
250,-46675197,-23597861,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA OLIMPIA,1059-6,RUA HELION POVOA,165,VL OLIMPIA,ENTRE STO AMARO E UBERIB
251,-46674045,-23582933,355030835000109,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CHACARA ITAIM,3137-2,"RUA PROF TAMANDARE DE TOLEDO	",S/N,JD PAULISTA,
252,-46674004,-23468380,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA RICA,4061-4,RUA SPENCER VAMPRE,454,VL RICA,TV DA ESTRADA DA PARADA
253,-46673834,-23492474,355030850000117,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,DEPUTADO EMILIO CARLOS,6055-0,AV  MONTE CELESTE,198,LIMAO,TV AV GASPAR DIAS DA CUN
254,-46673815,-23595266,355030835000024,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,PORTO,5052-0,RUA JOAO CACHOEIRA C/ DR F HAIDAR,1643,VL OLIMPIA,RUA CLODOMIRO AMAZONAS
255,-46673730,-23622294,355030815000050,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,FEIRAO ECON C DE PORTO ALEGRE,1205-0,RUA CONDE DE PORTO ALEGRE,S/N,CAMPO BELO,ENTRE 1181 E 1270 JOAO S
256,-46673573,-23530697,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,CAIOVAS,1053-7,RUA DR COSTA JUNIOR C TANABI,35,AGUA BRANCA,AVENIDA ANTARTICA
257,-46673502,-23481045,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,1221-1,RUA CLEUSA MILOCHI,S/N,CACHOEIRINHA,RUA JERONIMO DA ROCHA
258,-46673497,-23485374,355030850000100,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,SANTA MARIA,3077-5,RUA TOMAZ ANTONIO VILANE,417,VL STA MARIA,TV AV DEP EMILIO CARLOS
259,-46673429,-23613056,355030815000095,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PIRAQUARA,7073-4,RUA OTAVIO TARQUINIO DE SOUZA,1319,PIRAQUARA,GIL EANES E BARAO DO TRI
260,-46673104,-23669704,355030816000114,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,JARDIM CONSORCIO,6076-3,RUA JOAO BATISTA DI VITORIANO,150,JD CONSORCIO,JARDIM CONSORCIO
261,-46673057,-23539369,355030860000031,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DAS PERDIZES,3008-2,RUA MIN GODOY,1261,PERDIZES,PONTF.UNIVERSIDADE CATOL
262,-46672066,-23495368,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA PRADO,1111-8,RUA MARIA ELISA SIQUEIRA,S/N,VL BARBOSA,PRACA MENINO JESUS
263,-46671995,-23656382,355030822000213,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM PRUDENCIA,3046-5,RUA MARIA JOSE RANGEL,649,JD PRUDENCIA,CUPECE E CONDE LUIZ ZUNT
264,-46671916,-23539535,355030860000051,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,JOAO RAMALHO,5010-5,RUA AIMBERE C CAIUBI,401,PERDIZES,RUA JOAO RAMALHO
265,-46671082,-23627488,355030815000001,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PIRAQUARA,4083-5,RUA CRISTOVAO PEREIRA,1223,CAMPO BELO,ATRAZ DO JUMBO
266,-46671057,-23597790,355030832000062,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,VILA NOVA CONCEICAO,3017-1,RUA MARCOS LOPES C/ SILVANIA,345,VL NOVA CONCEICAO,PROXIMO AV SANTO AMARO
267,-46670560,-23501044,355030850000050,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,LIMAO,1208-4,PC  ANTONIO FRANCO VELASCO,S/N,LIMAO,
268,-46669915,-23665415,355030822000144,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA RICA,5078-4,AV  CELSO DOS SANTOS,S/N,STO AMARO,AV YERVANT KISSAJIKIAN/P
269,-46669912,-23615047,355030815000138,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CAMPO BELO,4050-9,RUA BARAO DE JACEGUAI,1768,STO AMARO,DEMOSTENES E OTAVIO TARQ
270,-46669738,-23561568,355030845000048,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HEITOR PENTEADO,1133-9,RUA OSCAR FREIRE,1850,SUMARE,AVENIDA DR ARNALDO
271,-46669584,-23605975,355030832000117,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,PAVAO,4024-0,AV  BENTEVI C JAUAPERI,104,INDIANOPOLIS,PROXIMA AV IBIRAPUERA
272,-46669490,-23653667,355030822000324,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CASA PALMA,1079-0,"AV  CUPECE	",25,CID ADEMAR,S/INFORM
273,-46669106,-23693237,355030858000127,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM UBIRAJARA,4076-2,AV  BATISTA MACIEL,313,JD UBIRAJARA,RUAS ZIKE TUMA E ANTONIO
274,-46669010,-23601282,355030832000058,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,FEIRAO DA ECONOMIA DE MOEMA,6141-7,TV  JORNALISTA OTAVIO MUNIZ,S/N,MOEMA,ENTRE RUAS TUIM E INHAMB
275,-46668637,-23505571,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MANDAQUI,1014-6,AV  ENGENHEIRO CAETANO ALVARES,S/N,MANDAQUI,PX RUA VOLUNTARIOS DA PA
276,-46668560,-23640963,355030815000065,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CONJUNTO ASTOR,7008-4,RUA HELADE,S/N,VL STA CATARINA,ALBUQUERQUE MUNIS E STA
277,-46668175,-23459022,355030813000169,3550308005126,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM SANTA CRUZ,3118-6,RUA MONTE SAO MARTINHO,349,JD STA CRUZ,TV AV GENERAL PENHA BRAS
278,-46668135,-23503638,355030850000062,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,BAIRRO DO LIMAO,5027-0,RUA MADALENA MADUREIRA,54,CASA VERDE,PROXIMO PRACA CANAA
279,-46667902,-23744947,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES. COCAIA INDEPENDENTE,7135-8,AV  VER JOSE GOMES MORAES NETO,S/N,PQ RESIDENCIAL,ES CANAL COCAIA E FELINT
280,-46667705,-23659594,355030822000186,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA FILOMENA,5077-6,RUA JOAO GOMES BATISTA,419,JD CIDALIA,AV.CUPECE
281,-46667665,-23468010,355030813000039,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,FREGUESIA DO O,1360-9,RUA JERONIMO DE ANDRADE,,FREGUESIA DO O,AVENIDA INAJAR DE SOUZA
282,-46667320,-23753094,355030830000192,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ELIANA,3113-5,RUA AMAZONAS MARCONDES,S/N,COCAIA,CONJUNTO FARIA LIMA
283,-46667046,-23736941,355030830000073,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQUE RESIDENCIAL COCAIA I,4138-6,RUA RUBENS DE OLIVEIRA,S/N,COCAIA,
284,-46666183,-23669395,355030822000113,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA CONSTANCIA,3090-2,RUA SALVADOR RODRIGUES NEGRAO,38,VL CONSTANCIA,JD.DAS OLIVEIRAS CIDADE
285,-46665854,-23563030,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HADDOCK LOBO,1198-3,AL  LORENA,S/N,JD AMERICA,ENTRE RUAS AUGUSTA E HAD
286,-46665760,-23593965,355030832000010,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,REPUBLICA DO LIBANO,7067-0,RUA DIOGO JACOME,291,IBIRAPUERA,PROXIMO AV REPUBLICA DO
287,-46665170,-23601231,355030832000022,3550308005098,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,INDIANOPOLIS,1017-0,AV  LAVANDISCA,644,MOEMA,PRX R CANARIOS BAIRRO MO
288,-46664990,-23474441,355030813000074,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,7034-3,RUA JUARANA C/ DO CANAVIAL,45,VL NOVA CACHOEIRINHA,TV AV IMIRIM
289,-46664787,-23465286,355030813000189,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,ROSA DOS VENTOS,5037-7,RUA AUGUSTO GIL,207,VL NOVA CACHOEIRINHA,PT FINAL ONIBUS V DIONIZ
290,-46664509,-23544544,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,5009-1,"PC  CHARLES MULLER	",S/N,PACAEMBU,ESTADIO MUN.P.M.DE CARVA
291,-46664493,-23544602,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,PACAEMBU,6008-9,PC  CHARLES MULLER,S/N,PACAEMBU,ESTADIO MUN P.M.CARVALHO
292,-46664485,-23544668,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,3004-0,PC  CHARLES MULLER,S/N,PACAEMBU,ESTADIO M P MACHADO CARV
293,-46664473,-23544730,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,7062-9,PC  CHARLES MULLER,S/N,PACAEMBU,ESTADIO MUN. P.M.CARVALH
294,-46664328,-23623517,355030815000060,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CONGONHAS,5071-7,AV  INVERNADA,351,CONGONHAS,ENTRE BARAO REGO BARROS
295,-46663838,-23508818,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE SOUZA ARANHA,7252-4,RUA MOURAO VIEIRA,,PARQUE SOUZA ARANHA,RUA REIMS
296,-46663740,-23504873,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM DAS LARANJEIRAS,3071-6,RUA FREDERICO PENTEADO JUNIOR,11,CASA VERDE,AV.CASA VERDE ALTURA 281
297,-46663510,-23508324,355030821000126,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE SOUZA ARANHA,4194-7,RUA MOURAO VIEIRA,,PARQUE SOUZA ARANHA,RUA REIMS
298,-46663451,-23568785,355030845000024,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM AMERICA,5005-9,RUA BARAO DE CAPANEMA,S/N,JD AMERICA,ALAMEDA CASA BRANCA
299,-46662305,-23622766,355030815000059,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PETROPOLIS,7072-6,RUA BELA VISTA,602,VL UNIAO,TV DR JOSE A BUSTAMANTE
300,-46662268,-23686398,355030822000340,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM NITEROI,6118-2,RUA EDUARDO PEREIRA RAMOS,101,JD NITEROI,MONS MAGGI E 14 ABRIL
301,-46661870,-23632354,355030815000112,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,JARDIM AEROPORTO,5002-4,RUA TAPES,683,JD AEROPORTO,ESQ R CARLOS PINTO ALVES
302,-46660663,-23490605,355030821000044,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CARMEM,6024-0,RUA CESAR PENA RAMOS,592,CASA VERDE,ENTRE BALDOVENETI E CAPA
303,-46660614,-23471082,355030813000036,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA NOVA CACHOEIRINHA,1027-8,RUA DOS PATIS,335,VL BELA VISTA,BENEDITO GUEDES OLIVEIRA
304,-46660521,-23689744,355030858000146,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,PEDREIRA,5075-0,AV  AUGUSTO DE CASTRO,283,PEDREIRA,PORT 036/94
305,-46660082,-23503267,355030821000038,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CHORA MENINO,1019-7,AV  BARUEL,661,BARUEL,AVENIDA CASA VERDE
306,-46659953,-23691790,355030858000074,3550308005216,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,MAR PAULISTA,1087-1,RUA AUGUSTO DE CASTRO,74,PEDREIRA,ESTRADA DO ALVARENGA
307,-46659573,-23675826,355030822000012,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA JOANISA,1096-0,RUA ESTANISLAU MONIUSKO,1069,VL JOANISA,YERVANT KISSA JIKIAN AV
308,-46659253,-23550464,355030826000014,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,ANGELICA,6005-4,RUA MATO GROSSO C/ PARA,S/N,CONSOLACAO,TV DA RUA SERGIPE
309,-46659146,-23529380,355030869000095,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,PERDIZES,6009-7,RUA CAMARAGIBE C/ LOPES CHAVES,122,STA CECILIA,PARTE R LOPES CHAVES
310,-46658504,-23483093,355030821000105,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MANDIBA,6054-2,RUA LASAR SEGAL,409,FREGUESIA DO O,TV AV IMIRIM
311,-46656909,-23505451,355030821000036,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CASA VERDE,6015-1,RUA CAETANO DESCO,590,CASA VERDE,MORRO DO S
312,-46656643,-23877195,355030855000279,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VILA VARGEM GRANDE II,1246-7,RUA BEIJA FLOR,,VILA VARGEM GRANDE,
313,-46656050,-23651490,355030838000039,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SANTA CATARINA,5042-3,RUA FRANKLIN MAGALHAES,273,STA CATARINA,TV AV SANTA CATARINA
314,-46656045,-23501397,355030821000129,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA ESPANHOLA,4018-5,RUA GALILEIA,430,PQ PERUCHE,TV DA JOSE RANGEL CAMARG
315,-46655786,-23663693,355030822000116,3550308005164,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE ADEMAR,4078-9,RUA VISCONDE DE STA ISABEL,S/N,CID ADEMAR,MARGENS DA AV CUPECE
316,-46655676,-23493298,355030821000010,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,GALO DE OURO,5103-9,RUA DR IGNACIO PROENCA GOUVEIA,1031,PQ PERUCHE,TV RUA ARMANDO COELHO
317,-46655545,-23511975,355030821000059,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MARAMBAIA,3081-3,RUA MARAMBAIA,25,CASA VERDE,PONTE DA CASA VERDE
318,-46655035,-23637683,355030815000080,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PARQUE JABAQUARA,7016-5,RUA BONIFACIO DE ABREU,S/N,PQ JABAQUARA,PROXIMO AV PEDRO BUENO
319,-46654714,-23571517,355030845000136,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM PAULISTA,6006-2,RUA CAP PINTO FERREIRA C/ BATATAES,S/N,JD PAULISTA,TV AV BRIGADEIRO LUIZ AN
320,-46654664,-23581712,355030832000036,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,PARQUE IBIRAPUERA,7271-0,PC  EISENHOWER,,FAZENDA JUTA,ABASTPROX PARQUE IBIRAPU
321,-46653955,-23499693,355030821000003,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,PARQUE PERUCHE,1020-0,RUA CARLOS BELMIRO CORREA,461,PQ PERUCHE,AGUAS VIRTUOSAS E STA EU
322,-46653890,-23681421,355030822000046,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM VILA LUCIA,1128-2,RUA DELFINO FACCHINA,4028,JD VERA LUCIA,TV ES CASA GRANDE
323,-46653879,-23462427,355030813000021,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA CONTINENTAL,4034-7,AV  MARIANA CALIGIURI RONCHETTI,237,VL CONTINENTAL,TV AV MARIA ANTONIA MART
324,-46653792,-23540707,355030869000112,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,FORTUNATO,5162-4,RUA MARTIM FRANCISCO,S/N,STA CECILIA,ENTRE HIGIENOPOLIS E MQ
325,-46653606,-23664908,355030822000073,3550308005166,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE ADEMAR,6074-7,RUA ANTONIO DE PINHO AZEVEDO,S/N,CID ADEMAR,MARGENS DA AVENIDA CUPEC
326,-46653437,-23642601,355030838000082,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE LEONOR,6057-7,RUA TEJUPA,S/N,JABAQUARA,TV RUA VITORIANA
327,-46652933,-23554947,355030807000124,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,FREI CANECA,5001-6,RUA HERCULANO DE FREITAS,203,CERQUEIRA CEZAR,TV DA RUA PEIXOTO GOMIDE
328,-46652829,-23640304,355030838000131,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SANTA CATARINA,1076-6,RUA ALBA C JOAQUIM MORAIS,302,STA CATARINA,JOAQUIM MORAES E JOAO B
329,-46652726,-23568436,355030845000161,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FERNAO CARDIM,4156-4,RUA FERNAO CARDIM,S/N,CERQUEIRA CESAR,AL JOAQUIM E DE LIMA
330,-46652429,-23560992,355030807000079,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,PAMPLONA,7162-5,AL  RIO CLARO,S/N,CERQUEIRA CEZAR,
331,-46652077,-23600925,355030832000037,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,VILA HELENA,6026-7,AL  DOS ANAPURUS,S/N,VL HELENA,ESQ RUA CHAVES
332,-46651968,-23617342,355030877000097,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,BARTIRA,3020-1,AL  DOS ARAES,1758,PLANALTO PAULISTA,TV AV INDIANOPOLIS
333,-46651333,-23460027,355030813000060,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM PERI ALTO,1149-5,RUA SAO LOURENCO DO SUL,S/N,JD PERI ALTO,RUA BRASILUXO LOPES
334,-46651098,-23580471,355030832000036,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,IBIRAPUERA,3009-0,RUA JOINVILLE,323,IBIRAPUERA,S/INFOR
335,-46650477,-23569515,355030890000214,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,BRIGADEIRO,7148-0,RUA CHRIS TRONBJERG,S/N,PARAISO,
336,-46650409,-23479523,355030851000079,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,JOAO PESSOA,4125-4,RUA RIBEIRAO DO SALTO,S/N,LAUSANE PAULISTA,SEM INFORMACAO
337,-46649678,-23574321,355030890000224,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ALCINO BRAGA,6007-0,RUA ALCINO BRAGA C/ SAMPAIO VIANA,219,PARAISO,ESQ R ABILIO SOARES
338,-46649160,-23638184,355030838000135,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,3037-6,AV  WALDOMIRO DE LIMA,S/N,VL GUARANI,ARMANDO ARRUDA PEREIRA E
339,-46648882,-23556514,355030807000066,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,BELA VISTA,3001-5,RUA CARDEAL LEME,S/N,BELA VISTA,ESQUINA R SAO VICENTE
340,-46648755,-23538625,355030869000065,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,SANTA CECILIA,1011-1,RUA SEBASTIAO PEREIRA,553,STA CECILIA,RUA JAGUARIBE E ALAMEDA
341,-46648736,-23533711,355030869000019,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,VITORINO CAMILO,7004-1,RUA ADOLFO GORDO,29,BARRA FUNDA,TV ALAMEDA EDUARDO PRADO
342,-46648318,-23589447,355030890000152,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,JOAQUIM TAVORA,7006-8,RUA FRANCA PINTO,S/N,VL MARIANA,PROXIMO INSTITUTO BIOLOG
343,-46647474,-23493986,355030870000147,3550308005065,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM CARDAMONE,3033-3,RUA WALDOMIRO SILVEIRA,28,IMIRIM,TV AV IMIRIM
344,-46647187,-23687150,355030822000155,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA MISSIONARIA,1123-1,RUA RAINHA DAS MISSOES,1,VL MISSIONARIA,PROX IGREJA VILA MISSION
345,-46646974,-23547938,355030866000030,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,CONSOLACAO,1154-1,RUA MAJOR QUEDINHO,S/N,CONSOLACAO,PRACA ROOSEVELT
346,-46646503,-23599878,355030877000176,3550308005047,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,INDIANOPOLIS,4046-0,AL  AGOSTINHO RODRIGUES FILHO,363,V L MARIANA,RUA LEANDRO DUQUE E TETS
347,-46646500,-23592912,355030890000176,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DR BACELAR,1058-8,RUA DRA NEYDE APPARECIDA SOLLITO,S/N,VL CLEMENTINO,NAPOLEAO DE BARROS E BOT
348,-46646464,-23627273,355030877000121,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,JABAQUARA,5031-8,AV  CECI,S/N,PLANALTO PAULISTA,PROXIMO AV JABAQUARA
349,-46646267,-23523544,355030809000034,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,BOM RETIRO,7005-0,RUA JARAGUA,S/N,BOM RETIRO,ESQ C/ NEVES DE CARVALHO
350,-46646104,-23698344,355030858000238,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,REFUGIO SANTA TEREZINHA,6078-0,RUA DOS ANIQUIS E DOS CARATAIS,121,PEDREIRA,TV ES ALVARENGA
351,-46646076,-23573821,355030890000191,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,GUANABARA,1010-3,RUA CEL OSCAR PORTO,629,PARAISO,TV SAMPAIO VIANA
352,-46646002,-23644505,355030838000084,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,APACE,7001-7,RUA APACE,372,JABAQUARA,TV ENG GEORGE CORBISIER
353,-46645055,-23610054,355030877000037,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALTINO ARANTES,6017-8,RUA JOSE MARIA WITAKER,S/N,SAUDE,AL GUATAS E AFONSO M FAG
