ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
267,-46406927,-23564176,355030825000002,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJ RESID DE GUAIANAZES,60895,AV DR GUILHERME DE ABREU SODRE,,GUAIANAZES COHAB
268,-46412439,-23590750,355030825000135,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES,61662,RUA DONA ELOA DO VALLE QUADROS,,CID TIRADENTES
269,-46405872,-23593076,355030825000115,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,METALURGICOS,61689,AV DOS METALURGICOS,,CIDADE TIRADENTES
270,-46401931,-23581883,355030825000079,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES,71374,RUA CORACAO DE MACA,,TIRADENTES COHAB
271,-46411665,-23588875,355030825000276,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB SANTA ETELVINA IIA,71927,AV NASCER DO SOL,,STA ETELVINA COHAB
272,-46399770,-23591591,355030825000125,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES,71986,RUA CRISTIANO LOBE,,CID TIRADENTES COHAB
273,-46406002,-23592889,355030825000113,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,METALURGICOS,72320,AV DOS METALURGICOS,,CIDADE TIRADENTES
274,-46604010,-23583061,355030834000011,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,10073,RUA AGOSTINHO GOMES,,IPIRANGA
275,-46616988,-23589519,355030834000066,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA SAO JOSE,10090,RUA OLIVEIRA MELO,,VL SAO JOSE
276,-46607962,-23611513,355030827000053,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM PREVIDENCIA,10154,AV INHAIBA,,MOINHO VELHO
277,-46616132,-23602373,355030827000115,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CASTELO BRANCO,10545,RUA ASSUNGUI C/ AMERICO RIBEIRO,,VL GUMERCINDO
278,-46618823,-23613232,355030827000028,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM DA SAUDE,10650,PC BRAS GONCALVES,,JD DA SAUDE
279,-46585158,-23630398,355030868000094,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA CRISTALIA,10669,RUA ANTONIO LAMAS,,VL CRISTALIA
280,-46585909,-23618098,355030868000082,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA INDEPENDENCIA,11070,LG LEON DE TOLSTOI C/ ANY,,VL INDEPENDENCIA
281,-46594976,-23603717,355030834000134,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,CONJ RES HELIOPOLIS,12041,RUA FREIRE BRAYNER,,SACOMA
282,-46602261,-23653261,355030868000139,3550308005090,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PARQUE BRISTOL,12432,RUA PROF ARNALDO JOAO SEMERARO,,PARQUE BRISTOL
283,-46607727,-23588989,355030834000001,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALTO DO IPIRANGA,30112,RUA XAVIER DE ALMEIDA,,ALTO DO IPIRANGA
284,-46608270,-23637971,355030868000151,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DAS MERCES,30236,RUA BRIG AMILCAR V PEDERNEIRAS,,VL DAS MERCES
285,-46624008,-23631217,355030827000059,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA,30368,RUA MARIO SCHIOPA,,AGUA FUNDA
286,-46623335,-23610478,355030827000070,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,PORONGABA,30643,RUA MATIAS TEIXEIRA,,BOSQUE DA SAUDE
287,-46615727,-23584178,355030834000067,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SANTA EULALIA,30708,RUA MONTE ALVERNE,,VL STA EULALIA
288,-46592056,-23634898,355030868000056,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA ARAPUA,30830,RUA RIZZIERI NEGRINI,,VL ARAPUA
289,-46612636,-23573835,355030834000094,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA MONUMENTO,40096,RUA GUINLE C/ FREDERICO V MARTIUS,,VL MONUMENTO
290,-46610849,-23609187,355030827000078,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CERRACAO,40258,RUA LINO GUEDES,,MOINHO VELHO
291,-46594757,-23615380,355030868000130,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SAO JOAO CLIMACO,40274,RUA JAPARATUBA,,SAO JOAO CLIMACO
292,-46613146,-23632600,355030827000101,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,SANTA ANGELA,40533,RUA CEL FAWCETT C/ EVOLUCAO,,VL MORAES
293,-46610236,-23603485,355030834000106,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SUSSUARAMA,40541,RUA CINCO DE JULHO,,VL NAIR
294,-46605550,-23619172,355030868000123,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA VERA,40550,AV CEL JOSE PIRES DE ANDRADE,,VL VERA
295,-46587104,-23642987,355030868000170,3550308005090,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM LEAR,40924,RUA JOSE ANTONIO VALADARES,,JD LEAR
296,-46612993,-23598030,355030834000035,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,50113,RUA DR MARIO VICENTE,,IPIRANGA
297,-46601887,-23592730,355030834000030,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SACOMA,50130,RUA LINO COUTINHO,,SACOMA
298,-46594628,-23594532,355030834000078,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,AURI VERDE,50202,RUA CAMPANTE,,VL CARIOCA
299,-46618993,-23613291,355030827000028,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JAGUARI,50229,PC BRAS GONCALVES,,JD DA SAUDE
300,-46594680,-23636476,355030868000006,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,MARIA ESTELA,50652,PC DR CURADO FLEURY,,JD MARIA ESTELA
301,-46615702,-23601651,355030827000115,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,SANTA CRUZ,50679,RUA JOSE COCCIUFFO,,ALTO DO IPIRANGA
302,-46606355,-23609907,355030868000197,3550308005085,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,53902,PC PADRE BALINT,,IPIRANGA
303,-46606897,-23576047,355030834000073,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,TEREZA CRISTINA,60119,RUA COSTA AGUIAR,,IPIRANGA
304,-46622675,-23599625,355030827000129,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,VILA GUMERCINDO,60160,RUA DOM ANTONIO ALVARENGA,,VL GUMERCINDO
305,-46607993,-23624748,355030868000121,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DOS QUARENTA,60445,RUA ANGATURAMA,,VL DAS MERCES
306,-46599810,-23619065,355030868000077,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA BANDEIRANTES,60496,RUA PROF RAUL PEDERNEIRAS,,VL CONDE DO PINHAL
307,-46586405,-23625896,355030868000052,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM PATENTE,60593,AV PATENTE,,JD PATENTE
308,-46594968,-23645941,355030868000172,3550308005090,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA OLIVIERI,60615,RUA CLAUDIO FERREIRA MANOEL,,VL OLIVIERI
309,-46609075,-23646610,355030868000188,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PARQUE BRISTOL,60682,AV JOSE CAETANO DA ROCHA,,PQ BRISTOL
310,-46600167,-23604889,355030868000231,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA,70238,RUA AMERICO SAMARONE,,SACOMA
311,-46618563,-23620230,355030827000004,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,VILA MORAES,70246,RUA DIVINOPOLIS C/ NSA DA SAUDE,,VL MORAES
312,-46610851,-23600822,355030834000086,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA NAIR,70408,RUA DONA LEOPOLDINA,,VL NAIR
313,-46591606,-23601357,355030834000112,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA CARIOCA,70513,RUA ALBINO DE MORAES,,VL CARIOCA
314,-46605049,-23638858,355030868000112,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM BOTUCATU,70793,RUA DR EUGENIO EGAS,,JD CLIMAX
315,-46603782,-23632346,355030868000027,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM TROPICAL,70912,RUA ENG JOSE BUENO BICALHO,,JD TROPICAL
316,-46611129,-23652162,355030868000180,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SAO SAVERIO,72192,RUA CANCAO DO EXILIO,,SACOMA
317,-46600128,-23637053,355030868000059,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM MARIA ESTELA,72303,PC PROF JAIME POGGI,,JARDIM MARIA ESTELA
318,-46395486,-23500605,355030836000066,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMARGO,10618,RUA VALENTE DE NOVAES,,JD CAMARGO
319,-46381764,-23505493,355030836000012,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CAMARGO VELHO,10995,AV ACADEMIA DE SAO PAULO,,JD CAMARGO NOVO
320,-46412429,-23523688,355030884000165,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM ROBRU,11134,RUA BENEDITO DE SOUZA BORGES,,JD ROBRU
321,-46397030,-23519155,355030836000218,3550308005256,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NAZARE,11657,RUA AUGUSTO ALBERECI,,JD NAZARE
322,-46407944,-23526397,355030884000163,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PARQUE SANTA RITA,12173,RUA TEODORO BERNARDO DO NASCIMENTO,,PQ STA RITA
323,-46367024,-23510557,355030836000248,3550308005255,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,DESEMBARGADOR ISNARD DOS REIS,12270,RUA DESEM ISNARD DOS REIS,,ITAIM PAULISTA
324,-46380902,-23514548,355030836000325,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CDHU ITAIM PAULISTA,12645,RUA MANOEL RODRIGUES SANTIAGO,,ITAIM PAULISTA
325,-46423773,-23497573,355030884000100,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA CURUCA,30511,RUA IVOTURUCAIA,,VL CURUCA VELHA
326,-46398525,-23493691,355030836000157,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,VILA ALABAMA,30996,AV ITAIM,,ITAIM PAULISTA
327,-46406967,-23508180,355030884000116,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMPOS,31275,RUA LAGOA CAJUBA,,JD CAMPOS
328,-46427669,-23515684,355030884000138,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA NOVA CURUCA,31518,RUA ARVORE DE CERA,,JD NOVA CURUCA
329,-46392451,-23507647,355030836000291,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,PROGRESSO,41076,AV JOSE BORGES DO CANTO,,JD CAMARGO VELHO
330,-46413135,-23515044,355030884000019,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NAZARE II,41360,RUA JOSE GREEF BORBA,,JD NAZARE
331,-46398480,-23493689,355030836000157,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,VILA ITAIM,41653,AV ITAIM,,VL ITAIM
332,-46429663,-23520620,355030896000176,3550308005257,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,JARDIM GIANETTI,41688,RUA GUABIROBA DE MINAS,,JD GIANETTI
333,-46405355,-23498599,355030836000302,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM,50466,RUA VEREDA DO PARAISO,,ITAIM PAULISTA
334,-46422749,-23516082,355030884000087,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA NOVA CURUCA,50830,RUA ANANAI,,VL NOVA CURACA
335,-46373335,-23494781,355030836000305,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM MILIUNAS,51292,RUA MONSENHOR SALIM,,JD MILIUNAS
336,-46410335,-23519223,355030884000046,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM ROBRU,51411,RUA JOAO BARBOSA DE LIMA,,JD ROBRU
337,-46385567,-23504315,355030836000005,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMARGO NOVO,51640,RUA CANAL DE TUTOIA,,JD CAMARGO NOVO
338,-46407614,-23506963,355030884000072,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,PARQUE SANTA RITA,60968,RUA ANAJATUBA,,PQ STA RITA
339,-46422081,-23508862,355030884000026,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,FLAMINGO,61077,AV FLAMINGO,,VL CURUCA NOVA
340,-46395419,-23510354,355030836000098,3550308005256,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CONJ HABIT PADRE NILDO,61654,RUA ARACARANA,,VL SAO JOSE
341,-46413656,-23504746,355030884000033,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM SILVA TELLES,70530,RUA CARAIPE DAS AGUAS,,JD DOS IPES
342,-46379305,-23494337,355030836000165,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM DAS OLIVEIRAS,70840,RUA MONSENHOR SALIM,,JD DAS OLIVEIRAS
343,-46383384,-23509584,355030836000032,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NELIA,71277,RUA ANASTACIO TRANCOSO,,JD NELIA
344,-46395798,-23507280,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CONJUNTO CDHU CAMARGO VELHO,72206,RUA DA CONQUISTA-G,,CDHU CAMARGO VELHO
345,-46452989,-23539874,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,10375,RUA KEN SUGAYA,,ITAQUERA
346,-46503044,-23552212,355030824000104,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,ANCHIETA,10910,RUA PALMEIRA LACA,,JD ELIANE
347,-46457530,-23518056,355030837000153,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARQUE GUARANI,11053,RUA FLOR DE CABOCLO,,PQ GUARANI
348,-46490723,-23560111,355030824000002,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JARDIM NOVA BRASILIA,11088,RUA JASMIM DA ESPANHA,,JD BRASILIA
349,-46484446,-23575760,355030857000068,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SAVOY CITY,11240,RUA XAVIER PALMERIM,,PQ SAVOY CITY
350,-46434457,-23546465,355030847000007,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,COHAB II,11347,PC BOM PASTOR,,ITAQUERA
351,-46471577,-23522779,355030837000234,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,TERRA BRASILEIRA,11797,RUA TERRA BRASILEIRA,,VL SUICA
352,-46436077,-23541074,355030847000081,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,ITAQUERA II,13706,RUA LAURA BOSS,,GUAIANASES
353,-46464885,-23533936,355030837000054,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CONJUNTO A E CARVALHO,13803,RUA ANDRE CAVALCANTE,,VILA REGINA
354,-46477397,-23570141,355030857000048,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JARDIM NOSSA SENHORA DO CARMO,30945,RUA ESTEVAO DIAS VERGARA,,JD NSRA DO CARMO
355,-46435878,-23554770,355030847000061,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,COHAB III,30953,RUA FREI ANTONIO FAGGIANO,,ITAQUERA
356,-46446880,-23517667,355030837000211,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,JARDIM RUTH,31402,RUA FLOR DE PELICANO,,JD CASA PINTADA
357,-46458501,-23515916,355030837000244,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,RAINHA DA NOITE,31607,RUA RODOLFO BARBOSA DE CASTRO,,PARQUE GUARANI
358,-46447934,-23518981,355030837000159,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VERDE,41050,RUA FLOR DE SANTA CRUZ,,VL VERDE
359,-46509687,-23555352,355030824000100,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JARDIM ARIZI,41173,RUA UACUMA,,JD ARIZI
360,-46440361,-23532324,355030837000076,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,SABADO D'ANGELO,41203,RUA VIRGINIA FERNI,,COHAB II
361,-46456993,-23535558,355030837000005,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,JARDIM ITAPEMIRIM,41602,RUA DIOGO JOSE MACHADO,,JD ITAPEMIRIM
362,-46443441,-23528854,355030837000075,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA BRASIL,41610,RUA CANDIDO DE GODOI,,VL BRASIL
363,-46474188,-23560127,355030824000068,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER,41661,RUA JERONIMO DE BARROS,,CID LIDER
364,-46445629,-23541048,355030837000084,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,DOM BOSCO,41890,RUA ANTONIO GANDINE,,ITAQUERA
365,-46451753,-23528587,355030837000012,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,50458,RUA BENTO VIEIRA CASTRO,,ITAQUERA
366,-46434547,-23546413,355030847000007,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO,51128,PC BOM PASTOR,,ITAQUERA
367,-46467490,-23534946,355030837000140,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA CAMPANELA,51233,RUA CAXIU,,VL CAMPANELA
368,-46463927,-23560732,355030857000008,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SANTA MARCELINA,51357,RUA PRAIA DE TORRES,,VL CARMOSINA
369,-46454121,-23545383,355030837000134,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA CARMOSINA,51721,RUA VENTUROSA,,VL CARMOSINA
370,-46427138,-23537932,355030847000108,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JARDIM SANTA HELENA,60569,RUA SANTA EDITH,,JD STA HELENA
371,-46493238,-23559197,355030824000133,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,VILA MATILDE,60925,RUA PEDRO LUIZ DE SOUZA,,JD BRASILIA
372,-46454593,-23551556,355030837000223,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CARMOSINA,61050,RUA SAO FELIX DO PIAUI,,VL CARMOSINA
373,-46440060,-23549166,355030847000037,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,ZONA LESTE,61220,RUA ANTONIO CRESPO,,COHAB II
374,-46463732,-23520095,355030837000205,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA RAMOS,61280,AV AUGUSTO ANTUNES,,VL RAMOS
375,-46453196,-23575272,355030857000041,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JARDIM HELIAN,61735,RUA MANOEL BACELAR,,JARDIM HELIAN
376,-46465199,-23554299,355030824000120,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER,70386,RUA FRANCISCO MUNHOZ FILHO,,CID LIDER
377,-46434627,-23528944,355030837000216,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,XV DE NOVEMBRO,70521,RUA IBIAJARA,,PARADA XV NOVEMBRO
378,-46449493,-23534162,355030837000003,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA MASTROCOLA,70874,RUA PROF BRITO MACHADO,,VL MASTROCOLA
379,-46436546,-23540297,355030847000080,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CONJ RESIDENCIAL DE ITAQUERA,71153,RUA LAURA BOSSI C ALFREDO RICCI,,ITAQUERA COHAB II
380,-46500543,-23573832,355030824000080,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD.SANTA TEREZINHA,71714,RUA CAMPO DE VINHA,,JD STA TEREZINHA
381,-46485000,-23568665,355030824000048,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,PARQUE SAVOY CITY,72109,RUA DR CELSO PACHECO BETIM,,PQ SAVOY CITY
382,-46444519,-23519118,355030837000160,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA VERDE,72176,RUA BARAO DE GODOFREDO,,VL VERDE
383,-46426105,-23563074,355030847000126,3550308005267,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CONJUNTO HAB FAZENDA DO CARMO,72389,RUA PROF HASEGAWA,,GUAIANAZES
384,-46457968,-23534389,355030837000023,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,JARDIM ITAPEMIRIM,72397,RUA DR OLIVIO MONTENEGRO,,JARDIM ITAPEMIRIM
385,-46455044,-23554698,355030857000019,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,VILA CARMOSINA,72656,RUA LAGOA FEIA,,VILA CARMOSINA
386,-46635449,-23640350,355030838000253,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE VARGAS,10448,PC NOVA AMERICA,,CID VARGAS
387,-46642228,-23668027,355030838000164,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SAO JOSE,10677,RUA HUGO VITOR DA SILVA,,AMERICANOPOLIS
388,-46652829,-23640304,355030838000131,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SANTA CATARINA,10766,RUA ALBA C JOAQUIM MORAIS,,STA CATARINA
389,-46627303,-23629557,355030827000061,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,AGUA FUNDA,12580,VD MATEUS TORLONI,,JABAQUARA
390,-46649160,-23638184,355030838000135,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,30376,AV WALDOMIRO DE LIMA,,VL GUARANI
391,-46643306,-23648068,355030838000052,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,NHANDIROBAS,40355,RUA GRUMIXAMAS,,VL GUARANI
392,-46642732,-23633512,355030838000233,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA,41556,AV ENG ARMANDO DE ARRUDA PEREIRA,,JABAQUARA
393,-46656050,-23651490,355030838000039,3550308005097,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,SANTA CATARINA,50423,RUA FRANKLIN MAGALHAES,,STA CATARINA
394,-46636268,-23656511,355030838000154,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA FACCHINI,50628,RUA LUIZ CARLOS FACCHINI,,VL FACCHINI
395,-46644801,-23657593,355030838000008,3550308005162,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA CAMPESTRE,51080,RUA ROSALIA DE CASTRO,,VL CAMPESTRE
396,-46642337,-23660490,355030838000105,3550308005163,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AMERICANOPOLIS,60330,RUA DEODORO DE CAMPOS,,JABAQUARA
397,-46653437,-23642601,355030838000082,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE LEONOR,60577,RUA TEJUPA,,JABAQUARA
398,-46646002,-23644505,355030838000084,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,APACE,70017,RUA APACE,,JABAQUARA
399,-46640817,-23632670,355030838000238,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,70254,AV DIEDERICHSEN,,VL GUARANI
400,-46588203,-23467534,355030839000017,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,JACANA,10260,RUA BENJAMIM PEREIRA,,JACANA
401,-46589534,-23442860,355030881000119,3550308005135,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,FURNAS,11177,AV ANTONELO DA MESSINA,,VL ZILDA
402,-46593888,-23452380,355030881000034,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,PENAFORTE,11355,RUA PENAFORTE,,JD PAULISTANA
403,-46572305,-23453056,355030839000084,3550308005136,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,CONJUNTO JOVA RURAL,11908,RUA ARI DA ROCHA MIRANDA,,VL NOVA GALVAO
404,-46614841,-23449132,355030881000048,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,VILA ALBERTINA,12122,RUA MAESTRO BORTOLUCCI,,VL ALBERTINA
405,-46594181,-23455172,355030881000018,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM TREMEMBE,30546,RUA TEREZA BORTOLO,,JD TREMEMBE
406,-46582108,-23463234,355030839000005,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,VILA NILO,40495,RUA DR CARLOS BASTOS ARANHA,,VL NILO
407,-46600571,-23454902,355030881000004,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,CASA DE PEDRA,40584,RUA CEL ESDRAS DE OLIVEIRA,,JD TREMEMBE
408,-46623223,-23458754,355030881000114,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,TREMEMBE,41530,PC DONA MARIQUINHA SCIASCIA,,TREMEMBE
